DOI,Tortured Phrases,filename
10.1109/icaccs51430.2021.9442007,arbitrary woodland • loads and predispositions NOT COVID • molecule swarm • secret layer • shrouded layer • speculation execution • yield layer AND neural • layer yields AND neural network,icaccs51430.2021.9442007.pdf
10.1109/cesys.2017.8321171,directing convention • middle of the road hub • self sorting out • specially appointed system • steering convention • steering table AND network,cesys.2017.8321171.pdf
10.1109/i-smac.2017.8058314,bunching clustering~20 • directing convention • remaining vitality • steering convention • vitality devouring • vitality effective • vitality productivity • vitality utilization,i-smac.2017.8058314.pdf
10.1109/icacccn.2018.8748662,Parkinson's ailment • Parkinson's illness • Parkinson's infection • Parkinson's sickness • discourse signal • extricated highlights • investigation of change (ANOVA) • sound individuals,icacccn.2018.8748662.pdf
10.1109/iciccs53718.2022.9788189,Wavelet change • choice tree • counterfeit neural • extricated highlights • pre-handling • move learning AND transfer learning • profound learning AND deep learning • picture acknowledgment AND image recognition,iciccs53718.2022.9788189.pdf
10.1109/icaiet.2014.24,disavowal of administration • savvy lattice • shrewd lattice • shrewd matrix • therapeutic gadgets • brilliant AND keen AND savvy AND shrewd,icaiet.2014.24.pdf
10.1109/cesys.2016.7889918,choice tree • disarray lattice • gatherings clustering~10 • information digging • perplexity framework • perplexity lattice,cesys.2016.7889918.pdf
10.1109/aeeicb.2018.8480948,Gaussian appropriations • actuation work • bolster forward • double straight classifier • help vector machine • stowed away layers • straight relapse • yield layer AND neural,aeeicb.2018.8480948.pdf
10.1109/icacce46606.2019.9079974,directing convention • essentialness capable • imperativeness profitable • keen lattice • parcel misfortune • savvy matrix • shrewd matrix • steering convention,icacce46606.2019.9079974.pdf
10.1109/icraie51050.2020.9358362,Tamura highlights • amiable tumor • hereditary calculation • high-exactness • liver sickness • pre-preparing • profound learning AND deep learning • picture arrangement AND image classification,icraie51050.2020.9358362.pdf
10.1109/icimia48430.2020.9074937,concealed layer • crude information • exactness accuracy~5 • high-exactness • k-implies grouping • pre-preparing,icimia48430.2020.9074937.pdf
10.1109/icaccs54159.2022.9785194,bunching clustering~20 • bunching strategies • highlights are extricated • k-implies bunching • k-implies grouping • prescient model,icaccs54159.2022.9785194.pdf
10.1109/icacct.2018.8529389,covariance lattice • high-exactness • non-observable pathway • specially appointed system • worldwide situating framework,icacct.2018.8529389.pdf
10.1109/i-smac47947.2019.9032484,haze figuring • man in the center • vitality utilization,i-smac47947.2019.9032484.pdf
10.1109/iciict1.2019.8741469,customary strategies • guileless Bayes • gullible Bayes • speculation execution • content arrangement AND classification,iciict1.2019.8741469.pdf
10.1109/icscan49426.2020.9262287,acknowledgment of feeling • dimensionality decrease • discourse recognition • extricated characteristics • facial highlights • feeling acknowledgment • highlight extraction • penmanship acknowledgment,icscan49426.2020.9262287.pdf
10.1109/icicv50876.2021.9388578,choice tree • concealed layer • fake neural • shrewd home • yield layer AND neural • layer yields AND neural network,icicv50876.2021.9388578.pdf
10.1109/icssit53264.2022.9716231,warm solace • profound learning AND deep learning,icssit53264.2022.9716231.pdf
10.1109/globconet53749.2022.9872392,choice tree • computerized reasoning • hereditary calculation • irregular timberland • preparation information • prescient model • wellness esteem • preparing information AND (training set OR training dataset),globconet53749.2022.9872392.pdf
10.1109/iciccsp53532.2022.9862392,getting to know algorithm • highlight extraction • profound brain network • totally related layer • uncooked information • viewpoint proportion • profound learning AND deep learning • picture acknowledgment AND image recognition,iciccsp53532.2022.9862392.pdf
10.1109/conit55038.2022.9848064,counterfeit news • disarray lattice • guileless Bayes • highlight extraction • innocent Bayes • preparation information,conit55038.2022.9848064.pdf
10.1109/itc-egypt55520.2022.9855762,DNA grouping • counterfeit neural • pre-handling • secret layer • square blunder • squared blunder • sulfuric corrosive • preparing information AND (training set OR training dataset),itc-egypt55520.2022.9855762.pdf
10.1109/icces54183.2022.9835882,fake neural • man-made brainpower • organ disappointment • polymerase chain response,icces54183.2022.9835882.pdf
10.1109/icacite53722.2022.9823527,crude information • profound brain network • profound brain organization • secret layer • straight relapse • profound learning AND deep learning,icacite53722.2022.9823527.pdf
10.1109/incet54531.2022.9824807,bunching clustering~20 • highlight extraction • k-implies bunching • k-implies calculation • k-implies grouping • pre-handling,incet54531.2022.9824807.pdf
10.1109/icaaic53929.2022.9793198,K-closest neighbors • arbitrary backwoods • backing vector machine • calculated relapse • choice tree • fake neural • innocent Bayes • k-implies bunching,icaaic53929.2022.9793198.pdf
10.1109/iciccs53718.2022.9788445,actuation work • enactment work • exactness accuracy~5 • head part investigation • particular worth deterioration • profound convolutional • shrewd gadget • profound learning AND deep learning,iciccs53718.2022.9788445.pdf
10.1109/iciccs53718.2022.9788225,fluffy framework • low pay nations • moving normal (ARIMA) • secret layer • sigmoid capacity • square blunder,iciccs53718.2022.9788225.pdf
10.1109/csnt54456.2022.9787637,actuation work • enactment work • p esteem • pre-handling • preparation dataset • preparation information • profound neural organization • secret layer,csnt54456.2022.9787637.pdf
10.1109/icaccs54159.2022.9785064,approval dataset • choice tree • counterfeit neural • fake neural • pre-handling • back spread AND neural • back proliferation AND neural • picture arrangement AND image classification,icaccs54159.2022.9785064.pdf
10.1109/icaccs54159.2022.9785038,coronary corridor • coronary course • gatherings clustering~10 • preparation dataset • preparation information • profound convolutional • profound neural organization • profound learning AND deep learning,icaccs54159.2022.9785038.pdf
10.1109/accai53970.2022.9752488,Wavelet change • as pursues • concealed layer • counterfeit neural • fake neural • heart assault • yield layer AND neural • supply route AND artery,accai53970.2022.9752488.pdf
10.1109/iccmc53470.2022.9753846,approval dataset • blunder rate • highlight extraction • plant ailments • pre-preparing • preparation dataset • profound neural organization • profound learning AND deep learning,iccmc53470.2022.9753846.pdf
10.1109/iccci54379.2022.9740773,choice tree • direct relapse • genuine positive TP~5 • pre-handling • straight relapse • strategic relapse,iccci54379.2022.9740773.pdf
10.23919/icact53585.2022.9728816,DDoS assault • arbitrary timberland • choice tree • exactness accuracy~5 • high-exactness • molecule swarm • swarm improvement • profound learning AND deep learning,icact53585.2022.9728816.pdf
